sku,name,description,category,subcategory,brand,size,shade,price,stock,weight,tags
PT0220B4X,G-Ceram MF Opaque Dentine - B4 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Dentine,G-Ceram,120g,B4,,100,120g,"porcelain,powder,metal-ceramic,dental"
PT0120C1X,G-Ceram MF Opaque Dentine - C1 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Dentine,G-Ceram,50g,C1,,100,50g,"porcelain,powder,metal-ceramic,dental"
PT0220C1X,G-Ceram MF Opaque Dentine - C1 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Dentine,G-Ceram,120g,C1,,100,120g,"porcelain,powder,metal-ceramic,dental"
PT0120C2X,G-Ceram MF Opaque Dentine - C2 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Dentine,G-Ceram,50g,C2,,100,50g,"porcelain,powder,metal-ceramic,dental"
PT0220C2X,G-Ceram MF Opaque Dentine - C2 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Dentine,G-Ceram,120g,C2,,100,120g,"porcelain,powder,metal-ceramic,dental"
PT0120C3X,G-Ceram MF Opaque Dentine - C3 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Dentine,G-Ceram,50g,C3,,100,50g,"porcelain,powder,metal-ceramic,dental"
PT0220C3X,G-Ceram MF Opaque Dentine - C3 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Dentine,G-Ceram,120g,C3,,100,120g,"porcelain,powder,metal-ceramic,dental"
PT0120C4X,G-Ceram MF Opaque Dentine - C4 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Dentine,G-Ceram,50g,C4,,100,50g,"porcelain,powder,metal-ceramic,dental"
PT0220C4X,G-Ceram MF Opaque Dentine - C4 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Dentine,G-Ceram,120g,C4,,100,120g,"porcelain,powder,metal-ceramic,dental"
PT0120D2X,G-Ceram MF Opaque Dentine - D2 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Dentine,G-Ceram,50g,D2,,100,50g,"porcelain,powder,metal-ceramic,dental"
PT0220D2X,G-Ceram MF Opaque Dentine - D2 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Dentine,G-Ceram,120g,D2,,100,120g,"porcelain,powder,metal-ceramic,dental"
PT0120D3X,G-Ceram MF Opaque Dentine - D3 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Dentine,G-Ceram,50g,D3,,100,50g,"porcelain,powder,metal-ceramic,dental"
PT0220D3X,G-Ceram MF Opaque Dentine - D3 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Dentine,G-Ceram,120g,D3,,100,120g,"porcelain,powder,metal-ceramic,dental"
PT0120D4X,G-Ceram MF Opaque Dentine - D4 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Dentine,G-Ceram,50g,D4,,100,50g,"porcelain,powder,metal-ceramic,dental"
PT0220D4X,G-Ceram MF Opaque Dentine - D4 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Dentine,G-Ceram,120g,D4,,100,120g,"porcelain,powder,metal-ceramic,dental"
PTG10L,G-Ceram MF Chroma Dentine - Light - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,120g,Light,,100,120g,"porcelain,powder,metal-ceramic,dental"
PTG10M,G-Ceram MF Chroma Dentine - Medium - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,120g,Medium,,100,120g,"porcelain,powder,metal-ceramic,dental"
PTG10D,G-Ceram MF Chroma Dentine - Dark - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,120g,Dark,,100,120g,"porcelain,powder,metal-ceramic,dental"
PT0125L,G-Ceram MF Chroma Dentine - Light - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,120g,Light,,100,120g,"porcelain,powder,metal-ceramic,dental"
PT0125ML,G-Ceram MF Chroma Dentine - Medium Light - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,120g,Medium Light,,100,120g,"porcelain,powder,metal-ceramic,dental"
PT0125M,G-Ceram MF Chroma Dentine - Medium - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,120g,Medium,,100,120g,"porcelain,powder,metal-ceramic,dental"
PT0125MD,G-Ceram MF Chroma Dentine - Medium Dark - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,120g,Medium Dark,,100,120g,"porcelain,powder,metal-ceramic,dental"
PT0125D,G-Ceram MF Chroma Dentine - Dark - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,120g,Dark,,100,120g,"porcelain,powder,metal-ceramic,dental"
PTG200,G-Ceram MF Chroma Dentine - Clear - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,120g,Clear,,100,120g,"porcelain,powder,metal-ceramic,dental"
PTG500,G-Ceram MF Chroma Dentine - Clear - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,120g,Clear,,100,120g,"porcelain,powder,metal-ceramic,dental"
PTC400,G-Ceram MF Chroma Dentine - Clear - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,120g,Clear,,100,120g,"porcelain,powder,metal-ceramic,dental"
PTC402,G-Ceram MF Chroma Dentine - Clear - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,120g,Clear,,100,120g,"porcelain,powder,metal-ceramic,dental"
PTL000,G-Ceram MF Chroma Dentine - Clear - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,120g,Clear,,100,120g,"porcelain,powder,metal-ceramic,dental"
PTL001,G-Ceram MF Chroma Dentine - Clear - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,120g,Clear,,100,120g,"porcelain,powder,metal-ceramic,dental"
PTL002,G-Ceram MF Chroma Dentine - Clear - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,120g,Clear,,100,120g,"porcelain,powder,metal-ceramic,dental"
PT1S0I1,G-Ceram MF Chroma Dentine - Incisal Powder - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,200g,Incisal Powder,,100,200g,"porcelain,powder,metal-ceramic,dental"
PT1120I1,G-Ceram MF Chroma Dentine - Incisal Powder - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,200g,Incisal Powder,,100,200g,"porcelain,powder,metal-ceramic,dental"
PT1200I1,G-Ceram MF Chroma Dentine - Incisal Powder - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,200g,Incisal Powder,,100,200g,"porcelain,powder,metal-ceramic,dental"
PT1500I1,G-Ceram MF Chroma Dentine - Incisal Powder - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,200g,Incisal Powder,,100,200g,"porcelain,powder,metal-ceramic,dental"
PT1S0I2,G-Ceram MF Chroma Dentine - Incisal Powder - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,200g,Incisal Powder,,100,200g,"porcelain,powder,metal-ceramic,dental"
PT1120I2,G-Ceram MF Chroma Dentine - Incisal Powder - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,200g,Incisal Powder,,100,200g,"porcelain,powder,metal-ceramic,dental"
PT1200I2,G-Ceram MF Chroma Dentine - Incisal Powder - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,200g,Incisal Powder,,100,200g,"porcelain,powder,metal-ceramic,dental"
PT1500I2,G-Ceram MF Chroma Dentine - Incisal Powder - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,200g,Incisal Powder,,100,200g,"porcelain,powder,metal-ceramic,dental"
PT1S0I3,G-Ceram MF Chroma Dentine - Incisal Powder - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,200g,Incisal Powder,,100,200g,"porcelain,powder,metal-ceramic,dental"
PT1120I3,G-Ceram MF Chroma Dentine - Incisal Powder - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,200g,Incisal Powder,,100,200g,"porcelain,powder,metal-ceramic,dental"
PT1200I3,G-Ceram MF Chroma Dentine - Incisal Powder - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,200g,Incisal Powder,,100,200g,"porcelain,powder,metal-ceramic,dental"
PT1500I3,G-Ceram MF Chroma Dentine - Incisal Powder - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,200g,Incisal Powder,,100,200g,"porcelain,powder,metal-ceramic,dental"
PT1S0T,G-Ceram MF Chroma Dentine - Incisal Powder - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,200g,Incisal Powder,,100,200g,"porcelain,powder,metal-ceramic,dental"
PT1120T,G-Ceram MF Chroma Dentine - Incisal Powder - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,200g,Incisal Powder,,100,200g,"porcelain,powder,metal-ceramic,dental"
PT1200T,G-Ceram MF Chroma Dentine - Incisal Powder - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,200g,Incisal Powder,,100,200g,"porcelain,powder,metal-ceramic,dental"
PT1500T,G-Ceram MF Chroma Dentine - Incisal Powder - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,200g,Incisal Powder,,100,200g,"porcelain,powder,metal-ceramic,dental"
PTS3 W,G-Ceram MF Chroma Dentine - Stain Powder - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,200g,Stain Powder,,100,200g,"porcelain,powder,metal-ceramic,dental"
PTS3 P,G-Ceram MF Chroma Dentine - Stain Powder - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,200g,Stain Powder,,100,200g,"porcelain,powder,metal-ceramic,dental"
PTS3 Y,G-Ceram MF Chroma Dentine - Stain Powder - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,200g,Stain Powder,,100,200g,"porcelain,powder,metal-ceramic,dental"
PTS3 V,G-Ceram MF Chroma Dentine - Stain Powder - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,200g,Stain Powder,,100,200g,"porcelain,powder,metal-ceramic,dental"
PTS3 O,G-Ceram MF Chroma Dentine - Stain Powder - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,200g,Stain Powder,,100,200g,"porcelain,powder,metal-ceramic,dental"
PTS3 B,G-Ceram MF Chroma Dentine - Stain Powder - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,200g,Stain Powder,,100,200g,"porcelain,powder,metal-ceramic,dental"
PTS3 GR,G-Ceram MF Chroma Dentine - Stain Powder - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,200g,Stain Powder,,100,200g,"porcelain,powder,metal-ceramic,dental"
PTS3 OC,G-Ceram MF Chroma Dentine - Stain Powder - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,200g,Stain Powder,,100,200g,"porcelain,powder,metal-ceramic,dental"
PTS3 BR,G-Ceram MF Chroma Dentine - Stain Powder - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,200g,Stain Powder,,100,200g,"porcelain,powder,metal-ceramic,dental"
PTS3 G,G-Ceram MF Chroma Dentine - Stain Powder - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,200g,Stain Powder,,100,200g,"porcelain,powder,metal-ceramic,dental"
PTS3 BL,G-Ceram MF Chroma Dentine - Stain Powder - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Chroma Dentine,G-Ceram,200g,Stain Powder,,100,200g,"porcelain,powder,metal-ceramic,dental"
